IdProducto,IdCategoria,Marca,Observacion,PrecioCompra,PrecioVenta,Nombre,Codigo,Stock,FechaAct,Usuario,UbicStock,StoAnt,Familia
15546,1, ,,0,240,"Z-NYA-2,5- BLANCO                                 ",3215,9999435,,,0,,3
15552,1, ,,0,18580,PISTOLA CALOR 1600W DONGCHENG                     ,2500000047503,0,,,1,,4
15554,1,COMERCIAL UYUSTOOLS CHILE LIMITADA,,0,21550,"PISTOLA CALOR 2000W ""DONGCHENG""                   ",1301420041,2,,,1,,4
19759,1, ,,0,24900,ATORNILLADOR BDCS36W                              ,2500000043802,1,,,1,,4
20628,1, ,,0,46450,ESMERIL 4.1/2 700W DEWALT (DWE4010)               ,885911351904,3,,,1,,4
29032,1, ,,0,28980,TALADRO 10MM B&D 550W TB550                       ,885911332316,51,,,1,,4
30114,1, ,,0,5100,LLAVE PUNTA CORONA C/CHICHARRA 16MM               ,8593,5,,,1,,4
30204,1, ,,0,35250,TALADRO PERCUTOR 500W VEL VARIA DONGCHEN          ,8622,-1,,,1,,4
31161,1, ,,0,26880,DESTORNILLADOR RECARG 4V 2.0AMP 5MM DONGCHENG     ,80069,2,,,1,,4
31163,1, ,,0,26280,"TALADRO ROTACION 500 WATT  "" DONGCHENG""           ",40233,6,,,1,,4
31165,1, ,,0,38880,"TALADRO ROTACION 1010 WATT 5/8"" ""DONGCHENG""       ",40231,2,,,1,,4
31167,1, ,,0,144100,TALADRO PERCUTOR INALAMBRICO 18V/120NM 2 BATERIAS ,6925582189841,0,,,1,,4
31878,1, ,,0,96600,ROTOMARTILLO RECARGABLE 12V/2.0AH DONGCHENG       ,301150011,3,,,1,,4
32375,1, ,,0,72000,"TALADRO ANGULAR RECARGABLE 12V,2BAT,2AH

         ",82365,1,,,1,,4
32378,1, ,,0,82560,"DESTORNILLADOR RECARGABLE 12V/1.5AH DONG

        ",82367,2,,,1,,4
32379,1, ,,0,81600,"HERRAMIENTA MULT. RECARGABLE 12V,2BT,2.0          ",82368,5,,,1,,4
33044,1, ,,0,155560,"ESMERIL ANG RECARG 18V 2BAT DONGCHENG

           ",465,4,,,1,,4
34386,1, ,,0,1980,GUANTE ULTRAFLEX WARM NITRILO                     ,GU20            ,993,,,1,,4
34388,1, ,,0,3190,TERRIBLE FALCON CLAW                              ,12122,10000,,,0,,8
34389,1, , ,0,1980,ESCOBILLON TRADICIONAL CLORINDA                   ,7805080140027,10000,,,0,,8
34390,1, , ,0,420,LIJA-CIRC.4 1/2-#50-115MM-F227-NORTON             ,7895316723957,10000,,,0,,8
34391,1,IMPORTADORA AGROFOR LIMITADA,,0,25580,CEPILLO CARPINTERO TRUPER CODIGO 12009- NRO.4     ,7501206620045,8,,,1,,4
34392,1, , ,0,3550,RAID MAX SPRAY MATA ARAÑAS                        ,7790520982100,999989,,,1,,11
34393,1, , ,0,1100,PUNTA PHILIPS.PH3-DEWAULT-DW2023                  ,28874020238,200000,,,0,,8
34394,1, , ,0,2580,LIMP. LIQ MR MUSC. VID. Y MULT GAT. 500CC JOHNSON ,7790520012463,100000,,,1,,11
34395,1, , ,0,1280,PASTILLAS DE ENCENDIDO -24                        ,4012425144005,45,,,1,,8
34396,1, , ,0,5900,BOLSA BASURA RLL 110X120CM SUPERIOR               ,7801875069191,999969,,,1,,8
34397,1, ,,0,45250,ZAP.SEG. CL9010                                   ,2500000000812,100000,,,1,,8
34398,1, , ,0,36900,ZAPATILLA PROFLEX 0112 NEGRO AISLANTE             ,2500000000829,1000000,,,1,,8
34399,1, , ,0,8280,"SERRUCHO BARRACUDA 22"" BAHCO W                    ",7311518235482,-85,,,1,,4
34400,1, , ,0,5280,SERRUCHO 144-22 BAHCO                             ,7311518330316,10000,,,0,,4
34401,1, , ,0,6050,CINTA MULT.TESA PROF. GRIS 25X48MM                ,4042448264459,100000,,,1,,8
34402,1, , ,0,1980,CINTA ENM.TESA 48X40MTS                           ,2500000000836,100000,,,1,,8
34403,1, , ,0,1980,"DISCO CORTE ACERO 7""X2.5MM DEWALT DW8417C         ",28877353470,100000,,,0,,4
34404,1, , ,0,980,CINTA ENM.24MM                                    ,2500000000843,100000,,,1,,8
34405,1, , ,0,1510,CLORO GEL CLORINDA                                ,7805080695084,99979,,,1,,8
34406,1, , ,0,2990,"TIJERA-PODAR-FOC-8"" AGRTIJPOD031                  ",7809827934214,100000,,,0,,8
34407,1, , ,0,410,LIJA-CIRC.4 1/2-#120-115MM-F227-NORTON            ,7895316724008,100000,,,0,,8
34408,1, , ,0,1680,BOLSA BASURA RLL 80X110CM SUPERIOR                ,7801875069153,99966,,,1,,8
34409,1, , ,0,695,POMELES DE ACERO TREF C/GOL 1/2X80MM(2)           ,65105160488002,1000000,,,0,,7
34410,1, , ,0,980,CERA CREMA DPK AMARILLA NUGGET                    ,7805010001534,1000000,,,0,,8
34411,1, , ,0,5940,CLAVOS HERRAR T3 CAJA 100 UN DERBY                ,7707064322439,1000000,,,0,,8
34412,1, , ,0,510,LIJA-CIRC.4 1/2-#36-115MM-F224-NORTON             ,7895316723933,1000000,,,0,,8
34413,1, , ,0,290,PILA MEDIANA RAYOVAC                              ,2500000000850,1000000,,,0,,8
34414,1, , ,0,2980,PAPEL-CARTA-MULTIUSO-EQUALIT-500HJS               ,7806510232466,10000000,,,1,,8
34415,1, , ,0,4100,LIJA-CIRC.4 1/2-#100-115MM-F227-NORTON            ,7895316723995,1000000,,,0,,8
34416,1, , ,0,2500,TRAPERO ALGOD 2OJ45X50 VIRUTEX                    ,7806810014014,999948,,,1,,11
34417,1, , ,0,410,LIJA-CIRC.4 1/2-#80 METAL 115MM-F227-NORTON       ,7895316723988,1000000,,,0,,8
34418,1, ,,0,3180,RATICIDA BLOQUE 100GR KLERAT                      ,7809631600039,1000000,,,0,,8
34419,1, , ,0,5250,"TIJERA-PODAR-9""-TIPO-RIOJA                        ",7809827960251,1000000,,,0,,8
34420,1, , ,0,590,"GRAPA 8MM 5/16"" ET-21-19 5/16"" 1000PZ TRUPER      ",7501206672556,1000000,,,0,,8
34421,1, , ,0,1760,POETT-MULTIESPACIO-SUAV.ALGODON-900ML             ,7793253025755,1000000,,,0,,8
34422,1, , ,0,2090,LAVALOZA-LIQ-500ML-QUIX                           ,7805000115906,1000000,,,0,,8
34423,1, , ,0,1100,"GRAPA 12MM 1/2"" ET-50 1/2"" 1000PZ TRUPER          ",7501206672525,1000000,,,0,,8
34424,1, , ,0,2780,ADAPT-FLEX-WC-EXCENTRICO HOFFENS                  ,7806179610261,1000000,,,0,,1
34425,1, , ,0,1270,POMELES-PAR-5/8X90MM                              ,65105170489002,1000000,,,0,,7
34426,1, ,,0,1930,FLEX AC.INOX-1/2X1/2-HI-HI-40CMMATEU              ,8424902348282,30,,,1,,1
34427,1, , ,0,620,PILA ALCALINA AAA DURACELL                        ,41333428482,1000000,,,0,,8
34428,1, , ,0,7265,VALVULA-UNIVERSAL-FLUIDMASTER-200AM133            ,39961300027,1000000,,,0,,1
34429,1, , ,0,620,PILA ALCALINA AA DURACELL                         ,41333016634,1000000,,,0,,8
34430,1, , ,0,2400,FLEXIBLE ACERO INOX 1/2X1/2 HIHI 50 CMS           ,8424902348336,1000000,,,0,,1
34431,1, , ,0,3459,BATERIA ALCALINA 9V MN1604B-DURACELL              ,41333001043,1000000,,,0,,8
34432,1, , ,0,1920,FLEXIBLE 1/2 X 1/2 HI HE 35 CMS                   ,8424902348237,1000000,,,0,,1
34433,1, , ,0,1040,VIRUTILLA-MED 2- FINA- 40003 -VIRUTEX             ,7806810000031,1000000,,,0,,8
34434,1, , ,0,4300,MODULO ENCHUFE-16AMP-MAGIC-5180-BTICINO           ,8012199521701,1000000,,,0,,3
34435,1, , ,0,900,VIRUTILLA-MED-GRUESA-4-40004-VIRUTEX              ,7806810000048,1000000,,,0,,8
34436,1, , ,0,2595,FLEX.AC.INOX1/2X1/2-HI-HE50CM-MATEU               ,C8424902348329,1000000,,,0,,1
34437,1, ,,0,1860,FLEXIBLE 1/2 X 1/2 HI HE 30 CMS                   ,8424902348169,26,,,1,,1
34438,1, , ,0,2950,REPUESTO.DESOD-AUTOSPORT-AQCUA-GLADE              ,7790520986856,1000000,,,0,,8
34439,1, , ,0,2740,REPUESTO.DESOD-AUTOSPORT-FLORAL-GLADE             ,7790520002112,1000000,,,0,,8
34440,1, , ,0,1720,RATICIDA-PELLET-50GRS-KLERAT                      ,7809631600015,1000000,,,0,,8
34441,1, , ,0,1320,CLORO NORMAL CLORINDA                             ,7805080100021,1000000,,,0,,11
34442,1, , ,0,32980,MANILLA-COLONIAL-NEGRA-LLAVE+LLAVE                ,1046908,1000000,,,0,,8
34443,1, , ,0,1110,"FLEX.ACERO 1/2"" HI-HI X 0,50 DIMAFLOW             ",2500000000119,1000000,,,0,,1
34444,1, , ,0,1010,"FLEX ACERO 1/2"" HI-HI X 0,40 DIMAFLOW             ",2500000000126,1000000,,,0,,1
34445,1, , ,0,3380,LLAVE BOLA JARDIN PN16 DE 1/2 X 3/4 GENEBRE       ,2500000000188,1000000,,,0,,1
34446,1, , ,0,1100,CERAMICA LISTEL COCINA ALEGRA 8X25CM              ,2500000008153,1000000,,,0,,8
34447,1, , ,0,960,"FLEX.ACERO 1/2"" HI-HE X 0,30 DIMAFLOW             ",2500000000133,1000000,,,0,,1
34448,1, , ,0,1110,"FLEX.ACERO 1/2"" HI-HE X 0,50 DIMAFLOW             ",2500000000157,1000000,,,0,,1
34449,1, , ,0,2200,CERAMICA LISTEL ATLANTIS PEZ 8X25CM               ,2500000008160,1000000,,,0,,8
34450,1, , ,0,960,"FLEX.ACERO 1/2"" HI-HE X 0,35 DIMAFLOW             ",2500000000140,1000000,,,0,,1
34451,1, , ,0,960,CERAMICA TACO 10X10CM                             ,2500000008177,1000000,,,0,,8
34452,1, , ,0,6350,"PAR ALCAYATA PLANA 10""                            ",2500000008115,1000000,,,0,,8
34453,1, , ,0,4680,"CERROJO P/CANDADO 8""                              ",2500000008108,1000000,,,0,,8
34454,1, , ,0,6380,"CERROJO P/CANDADO 10""                             ",2500000000898,1000000,,,0,,8
34455,1, , ,0,8300,"CERROJO P/CANDADO 12""                             ",2500000000881,1000000,,,0,,8
34456,1, , ,0,4780,LLAVE BOLA JARDIN PN16 DE 3/4 X 1                 ,2500000000195,1000000,,,0,,1
34457,1, , ,0,2740,ESCOBILLON VIRUTEX MULTIUSO MEDIANO               ,7806810011051,1000000,,,0,,8
34458,1, , ,0,2500,PLACA CON ENCHUFE TRIPLE 2P+T EMB N/G             ,7807355275182,1000000,,,0,,3
34459,1, , ,0,1980,AMP.BAJO CONSUMO-E27(6400K)26W-GLOBATRONICS       ,7804624340145,1000000,,,0,,3
34460,1, , ,0,6140,ESCOBILLON VIRUTEX PISO FLOTANTE                  ,7806810900362,1000000,,,0,,8
34461,1, , ,0,22240,LAVARROPA MODELO TQ2 DE 24 LITROS FANALOZA        ,7795418018527,1000000,,,0,,1
34462,1, , ,0,2080,LLAVE JARDIN BOLA 1/2 DIMAFLOW                    ,2500000000164,1000000,,,0,,1
34463,1, , ,0,3280,AUTOMATICO LEGRAND 16AMP                          ,3245064035767,1000000,,,0,,3
34464,1, , ,0,2980,LLAVE JARDIN BOLA 3/4 DIMAFLOW                    ,2500000000171,1000000,,,0,,1
34465,1, , ,0,670,PINO AROMA VAINILLA AMERICANO                     ,76171101051,1000000,,,0,,8
34466,1, , ,0,980,PINITO AROMATICO LITTLE T NIGTH SKY               ,76171102799,1000000,,,0,,8
34467,1, , ,0,7880,RAYOVAC FOCO 19 LED HIBRIDO                       ,783094020252,2,,,0,,8
34468,1, , ,0,57860,ZAPATO-SEG.-KAYES-PRO2410-N°40                    ,241040,1000000,,,0,,8
34469,1, , ,0,25190,HERVID-ELECTR.-MATE1.7L-BLACKD                    ,50875807372,1000000,,,0,,8
34470,1, , ,0,13880,HERVID-ELECT-INALAMBR-1.7L-BLACKD                 ,50875809536,1000000,,,0,,8
34471,1, , ,0,2100,PASTA ADHESIVA P/CINTA VOLCANITA 1KG              ,7805218000742,1000000,,,0,,8
34472,1, , ,0,1320,CINTA-VOLCANIT-50X45M-TOPEX                       ,7703670122364,1000000,,,0,,8
34473,1, , ,0,57860,ZAPATOS-SEG.-KAYES-PRO2410-N°41                   ,241041,1000000,,,0,,8
34474,1, , ,0,3280,AUTOMAT-C10AMP-220V-LEGRAND                       ,3245064035750,1000000,,,0,,3
34475,1, ,,0,2080,LIENZA-ALBAÑIL-HIL100-UYUSTOOLS                   ,6931598223554,58,,,1,,4
34476,1,ELECTROCOM S.A.,,0,4780,AUTOMATICO SAIME 30 AMP 220V    ,2500000000331,1000000,,,0,,3
34477,1, , ,0,57860,ZAPATOS-SEG.-KAYES-PRO2410-N°42                   ,241042,1000000,,,0,,8
34478,1, , ,0,2480,MANGUERA-BENCINA-7MM-LUCIFLEX-XMTS-DISSA          ,2500000008238,1000000,,,0,,8
34479,1, , ,0,6840,FOCO LED 10W S/SENSOR LED FLOODLIGHT              ,1000050600105,1000000,,,0,,3
34480,1, , ,0,1990,MANGUERA-BENCINA-5MM-LUCIFLEX-XMTS                ,2500000008245,1000000,,,0,,8
34481,1, , ,0,59690,ZAPATOS-SEG.-KAYES-PRO2410-N°43                   ,241043,1000000,,,0,,8
34482,1,ELECTROCOM S.A.,,0,"5038,94",AUTOMATICO SAIME 40 AMP 220V            ,2500000000324,1000000,,,0,,3
34483,1,COMERCIAL UYUSTOOLS CHILE LIMITADA,,0,1890,DISCO LIJAS PARA ESMERIL 115                      ,6931598201408,-27,,,1,,4
34484,1, ,,0,26980,ZONE COBERTOR NEGRO GALON                         ,7805560011014,22,,,1,,9
34485,1, , ,0,2280,MANGUERA-BENCINA-6MM-LUCIFLEX-XMTS                ,2500000008252,1000000,,,0,,8
34486,1, , ,0,8280,"ESCUADRA COMBIANDA 2PCS 10/12"" UYUSTOOLS          ",6931598233386,1000000,,,0,,4
34487,1, , ,0,1480,"CINTA P/VOLCANITA 2""X45MT SEAL                    ",2500000008214,1000000,,,0,,8
34488,1, , ,0,780,"CINTA P/VOLCANITA 2""X20MT SEAL                    ",2500000008207,1000000,,,0,,8
34489,1, , ,0,1380,SELLADOR-RADIADOR-POLVO-SILVERS                   ,52284019285,1000000,,,0,,8
34490,1, , ,0,5580,TERMINAL-BATERIA-PLOMO-C/MARIPOSA                 ,2500000008269,1000000,,,0,,8
34491,1, , ,0,1790,PEGAMENTO-PARCHE-VIPAL-BV02                       ,2500000008276,1000000,,,0,,8
34492,1, , ,0,48840,BOMBA SUMERGIBLE (PARA AGUA LIMPIA) XKS-250P 250W ,2500000001109,1000000,,,0,,4
34493,1, , ,0,1800,"GRAPA AISLADA DE 1"" 3880                          ",2500000000362,1000000,,,0,,3
34494,1, , ,0,5460,FOCO LED 10W 70-80LM LED FLOOD LIGHT              ,"7,21314E+15",1000000,,,0,,3
34495,1, , ,0,850,CANDADO BRONCEADO 25MM W13025 YT27                ,2500000008368,1000000,,,0,,8
34496,1, , ,0,97700,TORNILLO BANCO 8 UYU                              ,2500000000416,1000000,,,0,,4
34497,1, , ,0,900,"GRAPA AISLADA DE 1/2"" 3850                        ",2500000000379,1000000,,,0,,3
34498,1, , ,0,88300,"TORNILLO BANCO 6"" UYUSTOOLS                       ",2500000000423,1000000,,,0,,4
34499,1, , ,0,33820,"TORNILLO BANCO 4"" UYUSTOOLS                       ",2500000000430,1000000,,,0,,4
34500,1, , ,0,1480,"GRAPA AISLADA DE 3/4"" 3870                        ",2500000000386,1000000,,,0,,3
34501,1, , ,0,48850,"TORNILLO BANCO 5"" UYUSTOOLS                       ",2500000000447,1000000,,,0,,4
34502,1, , ,0,1080,"GRAPA AISLADA DE 5/8"" 3860                        ",4997148010304,1000000,,,0,,3
34503,1, , ,0,19580,RUEDA CARRETILLA EJESP. TRUPER                    ,2500000000454,1000000,,,0,,4
34504,1, , ,0,2100,CANDADO F/PINTADO 50MM H365W                      ,6944987800083,1000000,,,0,,4
34505,1, , ,0,2950,CANDADO F/PINTADO 63MM H366W LEMEN                ,6944987800090,1000000,,,0,,4
34506,1, , ,0,1240,CANDADO F/PINTADO 38MM H364W                      ,6944987800076,1000000,,,0,,1
34507,1, , ,0,190,TEFLON DOMESTICO 1/2 TAUMM                        ,7528530002002,1000000,,,0,,1
34508,1, , ,0,180,"TEFLON 3/4"" X 0.075 X 10 MT. AGUA STANDARD        ",7528530018560,1000000,,,0,,1
34509,1, , ,0,22500,MOLEDORA CARNE MANUAL N°12                        ,2500000008306,1000000,,,0,,8
34510,1, , ,0,20250,MOLEDORA CARNE MANUAL N°10                        ,2500000008290,1000000,,,0,,8
34511,1, , ,0,610,PLACA 1 MOD TECNOP.BLCO N/GENESIS 13040-74 MWD1304,7807355874217,1000000,,,0,,3
34512,1, , ,0,14700,MOLEDORA CARNE MANUAL N°8                         ,2500000008283,1000000,,,0,,8
34513,1, , ,0,"3991,53",BOMBIN PLASTIFICADO UYUS CORTO                    ,6931598209374,1000000,,,0,,8
34514,1, , ,0,"1180,76",CANDADO BRONCEADO 32MM W13032P YT-27              ,2500000008375,1000000,,,0,,8
34515,1, , ,0,1690,TOMA CORRIENTE DUPLEX DOBLE BLANCO MWD130327547   ,7807355275472,1000000,,,0,,3
34516,1, , ,0,29990,GATA TIPO BOTELLA 12 T                            ,2500000008313,1000000,,,0,,8
34517,1, , ,0,25580,GATA TIPO BOTELLA 10 T                            ,2500000008320,1000000,,,0,,8
34518,1, , ,0,2050,13024 7502 PL. ARM 9/15 EMB. BLCA N-GENE          ,7807355475025,1000000,,,0,,3
34519,1, , ,0,23290,GATA TIPO BOTELLA 8 T                             ,2500000008337,1000000,,,0,,8
34520,1, , ,0,7550,TIJERA PODAR OSLO 9 MOD.2012                      ,2500000000461,1000000,,,0,,4
34521,1, , ,0,"1515,63","ESCUADRA CARP. 12"" AMARILLA KM-545 KAMASA         ",6008581993302,1000000,,,0,,4
34522,1, , ,0,4890,TIJERAS PODAR 8 OSLO                              ,4260024752576,1000000,,,0,,4
34523,1, , ,0,2180,ATORNILLADOR AISLADO # 1 X 80MM CRUZ              ,6008581994460,1000000,,,0,,4
34524,1, , ,0,2880,ATORNILLADOR AISLADO # 2 X 100MM CRUZ             ,6008581994477,1000000,,,0,,4
34525,1, , ,0,17550,SELLADORA MANUAL PLASTICA KS-200                  ,2500000008344,1000000,,,0,,8
34526,1, , ,0,14980,"ARCO SIERRA CARNICERO RAMADA 5517-18

            ",7896438097193,1000000,,,0,,4
34527,1, , ,0,4440,LLANA FRAGUADORA 9 X 4 RUGBY                      ,6008581994279,1000000,,,0,,4
34528,1, , ,0,6100,CORCHETERA PROFESIONAL 3 EN 1                     ,6008581993937,1000000,,,0,,4
34529,1, , ,0,2350,PLACA ALUMINIO CIEGA 998 BTICINO                  ,2500000003103,1000000,,,0,,3
34530,1, , ,0,"1568,83",CANDADO BRONCEADO 38MM W13038 YT27 PORTE          ,2500000008382,1000000,,,0,,8
34531,1, , ,0,2300,ALICATES PUNTA REDONDA 150MM - 6 NI               ,6008581994415,1000000,,,0,,4
34532,1, , ,0,1380,CERA PINTURA AMARILLA PREMIUM 900CC MASILLOL      ,2500000009273,1000000,,,0,,9
34533,1, ,,0,1440,LIENZA ALBAÑIL 50M HIL050 UYUS                    ,6931598223547,2,,,1,,4
34534,1, , ,0,5820,CANDADO ACERO SEGURIDAD TX970 70MM                ,2500000008351,1000000,,,0,,8
34535,1, , ,0,1180,INTERR. 1MOD 16A GENESIS BLANCO SCHNEIDER         ,7807355475001,1000000,,,0,,3
34536,1, , ,0,1420,"RODILLO FIBRA SINTETICO 7""/18 LIZCAL              ",7809828222563,1000000,,,0,,4
34537,1, , ,0,1640,"RODILLO FIBRA SINTETICO 9""/23 LIZCAL              ",7809828222570,1000000,,,0,,4
34538,1, , ,0,"4885,78",DESTORN. JUEGI 6PCS ELECTRICO MK-0084 MAKAWA      ,7807808864673,1000000,,,0,,4
34539,1, , ,0,920,BROCHA PATAGON 3/8 X 3                            ,7809828000826,1000000,,,0,,4
34540,1, , ,0,1280,MODULO ENCH. HEMB. 16A 250V BLANCO SCHNEIDER      ,7807355878178,1000000,,,0,,3
34541,1, ,,0,6020,"BARRA-CORTIN-ANGULAR DE: 0,90 X 0,90

            ",7391398672904,1000000,,,0,,1
34542,1, , ,0,1580,TOMA MOD.2P T 10/16A T/BI 250V BLANCO MODUBTICINO ,7506181316860,1000000,,,0,,3
34543,1, , ,0,2080,ENCHUFE TRIPLE 10AS/PUESTO BLANCO 0200TA0543      ,7807354001706,1000000,,,0,,3
34544,1, , ,0,580,PLACA 1 MOD C/SOPORTE BLANCA BTICINO E5P1BN       ,7807370007768,1000000,,,0,,3
34545,1, , ,0,620,PLACA 3 MOD C/SOPORTE BLANCA BTICINO E5P3BN       ,7807370007782,1000000,,,0,,3
34546,1, , ,0,16850,CAJA 7010-DR EMPALME EM-0114                      ,2500000003110,1000000,,,0,,3
34547,1, , ,0,"2335,47",LLANA LISA 300X150 M/MAD DR-501 DAROSTOOLS PROF.  ,6931598115019,1000000,,,0,,4
34548,1, , ,0,"16979,39",EQ.FL.2X36 ESTANCO MOD:313AH-1VKB                 ,7807371002397,1000000,,,0,,3
34549,1, , ,0,2990,COLGADOR SCATTO CROMO                             ,7391398252908,1000000,,,0,,1
34550,1, , ,0,"2856,11","MARCO SIERRA 12""MC12FY FERRAWY                    ",6953899648522,1000000,,,0,,4
34551,1, , ,0,2000,AIREADOR HILO DOBLE                               ,7391398321024,1000000,,,0,,1
34552,1, , ,0,3320,"TIJERA HOJALATERA 12"" CHALIMEX                    ",802288422167,1000000,,,0,,4
34553,1, , ,0,1290,PIEDRA ESMERIL P/TALADRO 10PCS E 8010 CHALIMEX    ,802288422143,1000000,,,0,,4
34554,1, , ,0,6680,SUFON CORRUGADO PLAS. CROM. LAVAMAN. TUSCHY       ,7391398200022,1000000,,,0,,1
34555,1, , ,0,3100,LLAVE ALLEN 8PCS SET 2.5-10MM UYUSTOOLS           ,6931598217492,1000000,,,0,,4
34556,1, , ,0,2210,"FLEXIBLE1,5-2,0 MTS CROMO                         ",7391398212902,1000000,,,0,,1
34557,1, , ,0,"23385,67",GATA BOTELLA 10 TON KM0210T MK-GB10T MAK          ,2500000008450,1000000,,,0,,8
34558,1, , ,0,3330,JUEGO DUCHA TELEF. C/CEPILLO HAIR TUSCHY          ,7391398151904,1000000,,,0,,1
34559,1, , ,0,3090,MANGO DUCHA EUROSPRAY AHORR. AGUA TUSCHY          ,7391398465100,1000000,,,0,,1
34560,1, , ,0,1260,"CUCHILLO COCINA 3,5"" PROF. AMA KC12003 C          ",2500000008399,1000000,,,0,,8
34561,1, , ,0,3710,MANGO EUROSPRAY CROMO AHORR. AGUA TUSCHY          ,7391398465902,1000000,,,0,,1
34562,1, , ,0,1980,SIFON LOA S/C ENTRADA 11/2 Y 11/4                 ,7806179206464,1000000,,,0,,1
34563,1, , ,0,3120,TAB. ELECT. 4PUEST. SOBREP. DIN TAPA-TRANS. MEC   ,7807354000068,1000000,,,0,,3
34564,1, , ,0,"1995,76",GANCHO CARGA CON OJO 1 TON GCH01T UYU             ,2500000000492,1000000,,,0,,4
34565,1, ,,0,1380,CINTA AISLADORA NEGRA 18MMX20M 3M                 ,7805070003318,38,,,1,,3
34566,1, , ,0,3120,MASILLA MAGICA LIVIANA 400GRS/350ML MARSON        ,7809557526758,1000000,,,0,,8
34567,1, , ,0,9980,EQ EMERG 24+4 LED + RADIO                         ,7807371013676,1000000,,,0,,3
34568,1, , ,0,"4492,05",GANCHO CARGA CON OJO 2 TON GCH02T UYU             ,2500000004100,1000000,,,0,,4
34569,1, , ,0,2030,FLEXIBLE ALTA PRESION 1/2 HI-HI 30 CM GASF        ,2500000001116,1000000,,,0,,1
34570,1, , ,0,1285,MODULO T/CORR.10/16A CAFE N/GENESIS13008          ,7807355887170,1000000,,,0,,3
34571,1, , ,0,"5714,29",GANCHO CARGA CON OJO 3 TON GCH03T UYU             ,2500000004117,1000000,,,0,,
34572,1, , ,0,1680,"SIERRA BIMETALICA 3/4""                            ",7501206675175,1000000,,,0,,4
34573,1, , ,0,1580,"MOSQUETON ZINC O+G 1-1/4"" BZ114-OG UYUS           ",6931598204553,1000000,,,0,,8
34574,1, , ,0,1280,AMPOLLETA PL-C 26WI840 2P                         ,8711500276254,1000000,,,0,,3
34575,1, , ,0,7900,PUNTILLA BITS DADO MAGNETICO 5/16 (8MM)           ,8022882358101,1000000,,,0,,4
34576,1, , ,0,12480,18641 PICOTA MANGO FIBRA (M.4) TRUPER             ,7501206603093,1000000,,,0,,4
34577,1, , ,0,"3457,65","RUEDA C/BASE 5"" INDUSTRIAL RUI005                 ",2500000008429,1000000,,,0,,8
34578,1, , ,0,"1506,89","ESCUADRA FALSA DE 8"" ECF008 UYUS                  ",2500000000485,1000000,,,0,,4
34579,1, , ,0,12250,DESCANSO P/RODAMIENTO R 2205                      ,2500000008412,1000000,,,0,,8
34580,1, , ,0,"6793,76","RUEDA C/BASE 6"" INDUSTRIAL RUI006 UYUS            ",2500000008436,1000000,,,0,,8
34581,1, , ,0,4090,REFLECTOR LED 10W VKB                             ,7807371014482,1000000,,,0,,3
34582,1, , ,0,"9735,72","RUEDA C/BASE 8"" INDUSTRIAL NEGRA RUN08F           ",2500000008443,1000000,,,0,,8
34583,1, , ,0,1870,BANDEJA DE PLASTICO PARA RODILLO 19211 TRUPER     ,7501206602744,1000000,,,0,,4
34584,1, , ,0,6680,REGULADOR STD                                     ,2500000001123,1000000,,,0,,1
34585,1, , ,0,"26235,79",GUIA DE INGLETE TRUPER                            ,7501206625033,1000000,,,0,,4
34586,1, ,,0,7150,HUINCHA MEDIR TIPO CRUCETA 30M (M.2)              ,7501206668825,5,,,1,,4
34587,1, , ,0,4980,ADAPTADOR CIL GAS                                 ,2500000001147,1000000,,,0,,1
34588,1, , ,0,9600,HUINCHA MEDIR TIPO CRUCETA 50M (M.2)              ,7501206668818,1000000,,,0,,4
34589,1, , ,0,10670,GUIA PARA CABLES 15M (M.3)                        ,7501206627242,1000000,,,0,,3
34590,1, , ,0,25330,PANTALLA ESTUFA                                   ,2500000001130,1000000,,,0,,1
34591,1, , ,0,16910,GUIA PARA CABLES 30M (M.3)                        ,7501206627259,1000000,,,0,,3
34592,1, , ,0,14400,HORQUETA PASTERA 4 GANCHO M/LARGO TRUPER          ,7501206612132,1000000,,,0,,4
34593,1, , ,0,15100,"HORQUETA P.PAJA 5 DTES. MGO.54"" TRUPER            ",7501206612149,1000000,,,0,,4
34594,1, , ,0,9150,"17880 RASTRILLO RECT. 16 DTS. MANGO 60"" TRUPER    ",7501206610152,1000000,,,0,,4
34595,1, , ,0,7780,"17882 RASTRILLO JARDIN 16 DTS. MGO. 54""           ",7501206650301,1000000,,,0,,4
34596,1, ,,0,15250,411504 (EX08628) INT DIF 2X25A 30MA               ,3245064115049,33,,,1,,3
34597,1, ,,0,16150,COCINILLA VULCANO 1 PLATO                         ,2500000008498,5,,,1,,8
34598,1, , ,0,2780,"CORREA M-20,5 ORIGINAL SIKER                      ",2500000008481,1000000,,,0,,8
34599,1, , ,0,5420,REFLECTOR LED 20W VKB                             ,7807371014505,1000000,,,0,,3
34600,1, ,,0,1250,NYLON P/DESBROZADORA 2.4MM                        ,7501206671146,40,,,1,,4
34601,1, , ,0,46970,TALADRO PERC MAKITA MHP160K - 161K 13MM 710W SSP  ,88381613088,1000000,,,0,,4
34602,1, , ,0,2380,TABLA TINGLADO SECO 3/4 X 5 X 3.20 MT.            ,2500000000621,1000000,,,0,,6
34603,1, , ,0,1580,FLEXIBLE AP 1/2 HI 20 CM                          ,2500000001154,1000000,,,0,,1
