IdProducto,IdCategoria,Marca,Observacion,PrecioCompra,PrecioVenta,Nombre,Codigo,Stock,FechaAct,Usuario,UbicStock,StoAnt,Familia
38274,1, , ,0,3590,SET DE MOSCAS N°2                                 ,2500000089329,1000000,,,0,,20
38275,1, , ,0,7580,RAPALA F-7 ORIGINAL                               ,22677001043,1000000,,,0,,20
38276,1, , ,0,3380,SET DE MOSCAS N°4                                 ,2500000089343,1000000,,,0,,20
38277,1, , ,0,7900,RAPALA F-7 ORIGINAL                               ,22677000343,1000000,,,0,,20
38278,1, , ,0,7580,RAPALA F-7 ORIGINAL                               ,22677140728,1000000,,,0,,20
38279,1, , ,0,6500,KIT SEÑUELOS FALCON CLAW TK-100                   ,2500000089350,1000000,,,0,,20
38280,1, , ,0,6640,RAPALA F-7 ORIGINAL                               ,22677167909,1000000,,,0,,20
38281,1, , ,0,3760,RAPALA COLOR HOLO GREY SHINER H4F HGS SALMO       ,5907503897500,1000000,,,0,,20
38282,1, , ,0,7580,RAPALA F-7 ORIGINAL                               ,22677094847,1000000,,,0,,20
38283,1, , ,0,7580,RAPALA F-7 ORIGINAL                               ,22677167916,1000000,,,0,,20
38284,1, , ,0,9380,RAPALA CD-11 MAG SINKING                          ,22677199412,1000000,,,0,,20
38285,1, , ,0,9380,RAPALA CD-11 MAG SINKING                          ,22677199405,1000000,,,0,,20
38286,1, , ,0,7250,RAPALA CD-5 SINKING                               ,22677002033,1000000,,,0,,20
38287,1, , ,0,7250,RAPALA CD-5 SINKING                               ,22677001241,1000000,,,0,,20
38288,1, , ,0,4980,SEñUELO SUMERGIBLE 5CM GALB                       ,22677168043,1000000,,,0,,20
38289,1, , ,0,4980,SEÑUELO SUMERGIBLE 5 CM TR                        ,22677002040,1000000,,,0,,20
38290,1, , ,0,3760,RAPALA COLOR SILVER WHITE SHAD H4F SWS SALMO      ,5901812050175,1000000,,,0,,20
38291,1, , ,0,1700,ACERO LIQUIDO EPOXI MIL                           ,7805315201028,1000000,,,0,,8
38292,1, , ,0,7250,RAPALA CD-5 SINKING                               ,22677116037,1000000,,,0,,20
38293,1, , ,0,3760,RAPALA COLOR TROUT H4F T SALMO                    ,5906197360314,1000000,,,0,,20
38294,1, , ,0,5480,SEÑUELO SUMERGIBLE 7CM ALB                        ,22677168050,1000000,,,0,,20
38295,1, , ,0,5480,SEñUELO SUMERGIBLE 7 CM TR                        ,22677003047,1000000,,,0,,20
38296,1, , ,0,3760,RAPALA COLOR GOLD METALLIC ORANGE H4F GMO SALMO   ,5906197360390,1000000,,,0,,20
38297,1, , ,0,5480,SEÑUELO SUMERGIBLE 7CM V                          ,22677002378,1000000,,,0,,20
38298,1, , ,0,6780,RAPALA SR-7 DEEP RUNNER                           ,22677008363,1000000,,,0,,20
38299,1, , ,0,3760,RAPALA COLOR GREY SILVER H4F GS SALMO             ,5906197360383,1000000,,,0,,20
38300,1, , ,0,7180,RAPALA DHJ-10 SUSPENDING                          ,22677014968,1000000,,,0,,20
38301,1, , ,0,8740,RAPALA HJ-8 SUSPENDING                            ,22677094212,1000000,,,0,,20
38302,1, , ,0,6440,RAPALA SR-5 DEEP RUNNER                           ,22677136158,1000000,,,0,,20
38303,1, , ,0,7120,RAPALA JSR-7 SUSPENDING                           ,22677092232,1000000,,,0,,20
38304,1, , ,0,8780,RUEDA NEUMATICA 350/8 P/CARRETILLA ECON           ,2500000043369,1000000,,,0,,4
38305,1, , ,0,7180,RAPALA DHJ-10 SUSPENDING                          ,22677014944,1000000,,,0,,20
38306,1, , ,0,7180,RAPALA DHJ -10 SUSPENDING                         ,22677218502,1000000,,,0,,20
38307,1, , ,0,7180,RAPALA DHJ -10 SUSPENDING                         ,22677014920,1000000,,,0,,20
38308,1, , ,0,3760,RAPALA COLOR HOLOGRAPHIC BLUE SKY H4F HBS SALMO   ,5901812054395,1000000,,,0,,20
38309,1, , ,0,1660,ENCENDEDOR DE COCINA RONSON ELECTR. REC.          ,7804612130918,1000000,,,0,,8
38310,1, , ,0,4880,LLAVE CAMPANA CR. MAN POMO 1/2 BRONCE             ,2500000017315,1000000,,,0,,1
38311,1, , ,0,5050,"PAR ALCAYATA PLANA 6""                             ",2500000043437,1000000,,,0,,4
38312,1, , ,0,3760,RAPALA COLOR GOLD H4F G SALMO                     ,5906197360369,1000000,,,0,,20
38313,1, ,,0,6980,LATEX EXTRAVINILICO ANTE CLARO                    ,2500000910425,6,,,1,,9
38314,1, , ,0,8980,LATEX REC.VERDE TREBOL                            ,2500000910418,1000000,,,0,,9
38315,1, , ,0,4440,RAPALA ARTICULADO COLOR TROUT IF7F T SALMO        ,5907503891409,1000000,,,0,,20
38316,1, , ,0,9280,LATEX REC. PISTACHO                               ,2500000910401,1000000,,,0,,9
38317,1, , ,0,4930,RAPALA ARTICULADO COLOR REAL BLEAK SALMO          ,5901812052780,1000000,,,0,,20
38318,1, ,,0,10980,LATEX ULTRA RENDIDOR CREMA                        ,2500000910395,1,,,1,,9
38319,1, , ,0,10980,LATEX ULTRA RENDIDOR BLANCO                       ,2500000910388,1000000,,,0,,9
38320,1, ,,0,10980,LATEX ULTRA RENDIDOR OCRE                         ,2500000910371,7,,,1,,9
38321,1, , ,0,8480,RAPALA XR-8 X RAP                                 ,22677218625,1000000,,,0,,20
38322,1, , ,0,8480,RAPALA XR-8 X RAP                                 ,22677135625,1000000,,,0,,20
38323,1, , ,0,8480,RAPALA XR-8 X RAP                                 ,22677135670,1000000,,,0,,20
38324,1, , ,0,8480,RAPALA SCRM-11 SCATTER RAP                        ,22677225760,1000000,,,0,,20
38325,1, , ,0,8480,RAPALA SCRM-11 SCATTER RAP                        ,22677225777,1000000,,,0,,20
38326,1, ,,0,24740,CARRETE CORUX 5000 RODAMIENTOS 8BB RAPALA         ,2500000089367,0,,,0,,20
38327,1, ,,0,15990,OLEO BRILLANTE 803 BLANCO GALON RECORD            ,2500000000942,28,,,1,,9
38328,1, , ,0,7460,RAPALA SCRC-05 SCATTER RAP                        ,22677225623,1000000,,,0,,20
38329,1, , ,0,49490,CARRETE RAPTOR SIZE 60 EAGLE CLAW                 ,47708771399,1000000,,,0,,20
38330,1, , ,0,7460,RAPALA SCRC-05 SCATTER RAP                        ,22677225753,1000000,,,0,,20
38331,1, , ,0,7460,RAPALA SCRC-05 SCATTER RAP                        ,22677225722,1000000,,,0,,20
38332,1, , ,0,65990,CARRETE RAPTOR SIZE 70 EAGLE CLAW                 ,47708771405,1000000,,,0,,20
38333,1, , ,0,7460,RAPALA SCRC-05 SCATTER RAP                        ,22677225661,1000000,,,0,,20
38334,1, , ,0,8480,RAPALA XRS-8 X RAP                                ,22677145938,1000000,,,0,,20
38335,1, , ,0,18630,CARRETE RAPTOR 2.0 7 RODAMIENTOS PELIKAN          ,2500000089374,1000000,,,0,,20
38336,1, , ,0,1280,GUANTES NITRILO VERDE                             ,2161603181300,1000000,,,0,,8
38337,1, , ,0,5480,SEñUELO SUMERGIBLE 7 CM G                         ,22677002330,1000000,,,0,,20
38338,1, , ,0,5580,RAPALA F-5 FLOATING                               ,22677000138,1000000,,,0,,20
38339,1, , ,0,7250,RAPALA F-5 FLOATING                               ,22677000091,1000000,,,0,,20
38340,1, , ,0,7250,RAPALA F-5 FLOATING                               ,22677000220,1000000,,,0,,20
38341,1, , ,0,5450,RAPALA MFR-3 FAT RAP                              ,22677167848,1000000,,,0,,20
38342,1, , ,0,5080,RAPALA MFR-3 FAT RAP                              ,22677005225,1000000,,,0,,20
38343,1, , ,0,5450,RAPALA MFR-3 FAT RAP                              ,22677150772,1000000,,,0,,20
38344,1, , ,0,27210,CARRETE TAPTOR 2.0 10 RODAMIENTOS PELIKAN         ,2500000089381,1000000,,,0,,20
38345,1, , ,0,5760,RAPALA ULC-3 FLOATING                             ,22677210827,1000000,,,0,,20
38346,1, , ,0,2880,LINTERNA EWTTO EW 8916 4+12 LED REC               ,6944031249004,1000000,,,0,,8
38347,1, , ,0,5590,RAPALA ULC-3 FLOATING                             ,22677210810,1000000,,,0,,20
38348,1, , ,0,3790,"PICAPORTE VERTICAL 8""                             ",2500000043413,1000000,,,0,,4
38349,1, ,,0,8250,BIDON 5 LITROS COLEMAN                            ,76501922028,19,,,0,,20
38350,1, , ,0,5760,RAPALA ULC-3 FLOATING                             ,22677210742,1000000,,,0,,20
38351,1, , ,0,5760,RAPALA ULC-3 FLOATING                             ,22677218038,1000000,,,0,,20
38352,1, , ,0,5760,RAPALA ULS-4 SINKING                              ,22677194110,1000000,,,0,,20
38353,1, , ,0,590,LIDER PESCA METAL.REBEL                           ,2500000089398,1000000,,,0,,20
38354,1, , ,0,57600,RAPALA ULS-4 SINKING                              ,22677194141,1000000,,,0,,20
38355,1, , ,0,8480,RAPALA MAX RAP SWIMMING                           ,22677232713,1000000,,,0,,20
38356,1, , ,0,8480,RAPALA MAX RAP SWIMMING                           ,22677232652,1000000,,,0,,20
38357,1, , ,0,8480,RAPALA MAX RAP SWIMMING                           ,22677232683,1000000,,,0,,20
38358,1, , ,0,8480,RAPALA MAX RAP SWIMMING                           ,22677232706,1000000,,,0,,20
38359,1, , ,0,8480,RAPALA MAX RAP SWIMMING                           ,22677232645,1000000,,,0,,20
38360,1, , ,0,8480,RAPALA MAX RAP SWIMMING                           ,22677232638,1000000,,,0,,20
38361,1, , ,0,8480,RAPALA MAX RAP SWIMMING                           ,22677232669,1000000,,,0,,20
38362,1, , ,0,8480,RAPALA XRS-8  X RAP SHAD                          ,22677145990,1000000,,,0,,20
38363,1, , ,0,10360,"RESPALDO GOMA C/VELCRO 7"" DRONCO

                ",4081600624021,1000000,,,0,,4
38364,1, , ,0,2220,LINTERNA EWTTO EW 938 4+3 LED REC                 ,6944031265677,1000000,,,0,,8
38365,1, , ,0,8480,RAPALA XR-8 X RAP                                 ,22677135656,1000000,,,0,,20
38366,1, , ,0,28360,"CHORRO TINA CON BOTON 7"" (INVERSOR POSTERIOR)     ",2500000017322,1000000,,,0,,1
38367,1, , ,0,4280,"PICAPORTE VERTICAL 10""                            ",2500000043406,1000000,,,0,,4
38368,1, , ,0,1618,GAS BUTANO  SPEED 300 ML                          ,6921231800099,1000000,,,0,,8
38369,1, , ,0,10180,LLAVE PARA LAVATORIO PUCON                        ,2500000017339,1000000,,,0,,1
38370,1, , ,0,2230,DESENTUPIDOR SANITARIO SOPAPO ALKLIN              ,2500000089404,1000000,,,0,,8
38371,1, , ,0,6580,"PICAPORTE VERTICAL 12""                            ",2500000043390,1000000,,,0,,4
38372,1, , ,0,6980,MEDIDOR PH PISCINA                                ,8433092013849,1000000,,,0,,20
38373,1, , ,0,9610,COMPRESOR AUTOMOVIL 12 V ALPIN                    ,9002852728539,1000000,,,0,,20
38374,1, , ,0,1080,DISTANCIADOR N3 P/CERAMICA                        ,2500000043376,1000000,,,0,,4
38375,1, , ,0,1780,SILICONA NEUTRA BLANCA                            ,2500000043383,1000000,,,0,,4
38376,1, , ,0,6920,RAPALA STORM SUFIX                                ,8432560322971,1000000,,,0,,20
38377,1, , ,0,6920,RAPALA STORM SUFIX                                ,8432560322964,1000000,,,0,,20
38378,1, , ,0,6920,RAPALA STORM SUFIX                                ,8432560325736,1000000,,,0,,20
38379,1, , ,0,7580,RAPALA CRYSTAL MINNOW (S) YO-ZURI                 ,4940764159988,1000000,,,0,,20
38380,1, , ,0,4500,ETIQUETADORA DE PRECIOS DIOLEUI #5500             ,2500000086496,1000000,,,0,,8
38381,1, , ,0,7580,RAPALA CRYSTAL MINNOW (S) YO-ZURI                 ,4940764214687,1000000,,,0,,20
38382,1, , ,0,7580,RAPALA CRYSTAL MINNOW (S) YO-ZURI                 ,4940764046479,1000000,,,0,,20
38383,1, , ,0,8500,ETIQUETADORA DE PRECIOS MX-6600 DOBLE             ,2500000086489,1000000,,,0,,8
38384,1, , ,0,10360,CANDADO 50 MM CON COBRE ANTIBACTERIANA            ,7808719401698,1000000,,,0,,8
38385,1, , ,0,7580,RAPALA CRYSTAL MINNOW (S) YO-ZURI                 ,4940764046455,1000000,,,0,,20
38386,1, , ,0,2850,CANDADO FIERRO SAFER 50 MM SA-50                  ,7808719401315,1000000,,,0,,8
38387,1, , ,0,7580,RAPALA CRYSTAL MINNOW (S) YO-ZURI                 ,4940764046462,1000000,,,0,,20
38388,1, , ,0,7580,RAPALA CRYSTAL MINNOW (S) YO-ZURI                 ,4940764159964,1000000,,,0,,20
38389,1, , ,0,8240,RAPALA CRYSTAL MINNOW (F) YO-ZURI                 ,4940764046318,1000000,,,0,,20
38390,1, , ,0,8240,RAPALA CRYSTAL MINNOW (F) YO-ZURI                 ,4940764152651,1000000,,,0,,20
38391,1, , ,0,8240,RAPALA CRYSTAL MINNOW (F) YO-ZURI                 ,4940764046301,1000000,,,0,,20
38392,1, , ,0,7330,RAPALA TOBIMARU (F) YO-ZURI                       ,4940764043348,1000000,,,0,,20
38393,1, , ,0,7330,RAPALA TOBIMARU (F) YO-ZURI                       ,4940764119302,1000000,,,0,,20
38394,1, , ,0,7330,RAPALA TOBIMARU (F) YO-ZURI                       ,4940764205654,1000000,,,0,,20
38395,1, , ,0,14080,INFLADOR ELECTRICO JY-015                         ,417059,1000000,,,0,,20
38396,1, , ,0,9780,INFLADOR ELECTRICO STERMAY                        ,2500000089411,1000000,,,0,,20
38397,1, , ,0,6760,CANDADO 40 MM CON COBRE ANTIBACTERIANA            ,7808719401681,1000000,,,0,,8
38398,1, , ,0,8070,TAPO DE DRENAJE A PRESION SEACHOICE               ,719249188713,1000000,,,0,,20
38399,1, , ,0,680,MOTOR ESCOLAR 3V                                  ,800,1000000,,,0,,8
38400,1, , ,0,2980,"LINTERNA LED MANO 7 LED RECARG. N°825 L

         ",6931598237315,1000000,,,0,,8
38401,1, , ,0,2980,SET PALETA PINGPONG + MALLA                       ,2014037141115,5,,,0,,8
38402,1, , ,0,1490,SELLANTE ADHESIVO DE LATEX ACRILICO SELLAPRO 300ML,70798340022,1000000,,,0,,2
38403,1, , ,0,4730,CERRADURA TUBULAR DORMITORIO OFICINA SAFER        ,7808719402299,1000000,,,0,,8
38404,1, , ,0,1030,PISTOLA P/SILICONA 8MM 15W                        ,6914556418711,1000000,,,0,,4
38405,1, , ,0,2430,CAUTIN 40 W M PL SOLD 220-240V YIZI               ,6925118756820,1000000,,,0,,4
38406,1, , ,0,16750,AEROSOL SPRAY DE EXTINSION TUNDRA                 ,29054007315,1000000,,,0,,8
38407,1, , ,0,2350,CACHO C/5 DADOS                                   ,2000070319468,1000000,,,0,,8
38408,1, , ,0,2540,LINTERNA JY-9950 REC MAN0 9 LED                   ,6941507445298,1000000,,,0,,8
38409,1, , ,0,1280,GUANTE NITRIL-FLEX-HAZ LN-500 FORCE               ,7809808038023,1000000,,,0,,8
38410,1, , ,0,1800,LINTERNA EWTTO EW 9101 1+1 LED MAN RECARGABLE     ,2500000089428,1000000,,,0,,8
38411,1, , ,0,6100,PENDRIVE HP 8G V 165                              ,751492524320,1000000,,,0,,8
38412,1, , ,0,2580,KG SOLDADURA 6011 5/32 BOLSA KRAFTER              ,2500000043468,1000000,,,0,,4
38413,1, , ,0,2580,KG SOLDADURA 6011 3/32 BOLSA KRAFTER              ,2500000043451,1000000,,,0,,4
38414,1, , ,0,1490,SELLADOR DE LATEX BLANCO ALEX 300ML               ,70798340206,1000000,,,0,,2
38415,1, , ,0,2580,KG SOLDADURA 6011 1/8 BOLSA KRAFTER               ,2500000043444,999999,,,0,,4
38416,1, , ,0,3900,"PROBADOR CORR. 3 PCS KM-1035 KAMASA

             ",2000100010358,1000000,,,0,,8
38417,1, , ,0,2780,KG SOLDADURA 7018 1/8                             ,2500000043475,1000000,,,0,,4
38418,1, , ,0,3280,"DADO ALLEN 1/2"" DE 7MM LARGO (34410007) FORCE     ",4712,1000000,,,0,,4
38419,1, , ,0,2780,KG SOLDADURA 7018 3/32                            ,2500000043482,1000000,,,0,,4
38420,1, , ,0,480,"REPUESTO P/CARTONERO 10PCS CORTO KM-134

         ",6900002010011,1000000,,,0,,8
38421,1, , ,0,2780,KG SOLDADURA 7018 5/32                            ,2500000043499,1000000,,,0,,4
38422,1, , ,0,8080,SET TERMORETRACTIL 171PCS COLOR UYUSTOOLS         ,4710474074655,1,,,0,,2
38423,1, , ,0,180,TIRADOR PIRAMIDE SHOWER GRIS                      ,2500000043529,1000000,,,0,,4
38424,1, , ,0,3580,"ALICATE CAIMAN 10"" MK-0009 MAKAWA

               ",7807808864598,1000000,,,0,,8
38425,1, , ,0,180,TIRADOR PIRAMIDE SHOWER BLANCO                    ,2500000043512,1000000,,,0,,4
38426,1, , ,0,3480,"ESCUADRA CON NIVEL ALUMINIO 10"" UYUSTOOL

        ",6931598233034,1000000,,,0,,8
38427,1, ,,0,2300,"ESCUADRA CON NIVEL ALUMINIO 8"" UYUSTOOLS

        ",6931598233027,-1,,,1,,8
38428,1, , ,0,980,"ESCUADRA COMUN 10""

                              ",6931598208490,1000000,,,0,,8
38429,1, , ,0,880,"ESCUADRA COMUN 8""

                               ",6931598208483,1000000,,,0,,8
38430,1, ,,0,2360,LLAVES JUEGO P-C 5PCS 10-17MM ALEMAN              ,2500000043628,6,,,0,,4
38431,1, , ,0,1480,"BROCHA 100% CERDA NATURAL 1/2"" X 1.1/2"" HELA      ",7809839000624,1000000,,,0,,9
38432,1, , ,0,17100,"CAUTIN 200W M/PLASTICO CTU200 UYUS

              ",6931598239777,1000000,,,0,,4
38433,1, , ,0,23520,YUNQUE 5KG CHALIMEX                               ,2500000043635,1000000,,,0,,4
38434,1, , ,0,4370,SET DUCHA TELEFONO-SDT-50C                        ,7807033009665,1000000,,,0,,1
38435,1, ,,0,22480,FIBROCEM COLOR FC MAÑIO                           ,2500000910616,37,,,1,,9
38436,1, , ,0,1890,PORTACANDADO 915 5 1/2 ZINCADO                    ,7809808007357,1000000,,,0,,4
38437,1, , ,0,5810,"SIERRA COPA MADERA 15 PCS MK-0028 MAKAWA

        ",7807808865441,1000000,,,0,,8
38438,1, , ,0,1280,BROCHA HELA 1/2 X 1 C GRIS MANGO MADERA           ,7809839000617,1000000,,,0,,9
38439,1, , ,0,590,"ENCHUFE MACHO 3 PATAS ENF001 UYUS

               ",6931598214965,1000000,,,0,,8
38440,1, , ,0,11390,PLANCHA DE ACRILICO-138 840 X 1720                ,2500000002427,1000000,,,0,,2
38441,1, , ,0,17300,"TENSOR CARGA TL 16214 2 PCS CHALIMEX

            ",8022882162142,1000000,,,0,,8
38442,1, ,,0,22480,FIBROCEM COLOR FC ROBLE                           ,2500000910609,25,,,1,,9
38443,1, , ,0,5300,PICAPORTE NEGRO ESMALTADO                         ,2500000089077,1000000,,,0,,8
38444,1, ,,0,22480,FIBROCEM COLOR FC RAULI                           ,2500000910593,15,,,1,,9
38445,1, , ,0,2150,"INT. 9/12 MINK/TERRA ARMADO AE2100EGTI

          ",8005543484227,1000000,,,0,,3
38446,1, ,,0,22480,FIBROCEM COLOR FC ALERCE                          ,2500000910586,23,,,1,,9
38447,1, ,,0,21980,FIBROCEM COLOR NEGRO                              ,2500000910579,24,,,1,,9
38448,1, ,,0,22480,FIBROCEM COLOR FC NOGAL                           ,2500000910562,26,,,1,,9
38449,1, ,,0,22480,FIBROCEM ANTIQUE PERLA MISTICA                    ,2500000910555,8,,,1,,9
38450,1, ,,0,22480,FIBROCEM ANTIQUE GRIS VICTORIANO                  ,2500000910548,31,,,1,,9
38451,1, , ,0,2010,BROCA 10X260 MM LINE BLUE                         ,2500000043543,1000000,,,0,,4
38452,1, , ,0,4700,TABLERO EMBUTIDO 6 PUESTOS MGC                    ,2500000031588,1000000,,,0,,3
38453,1, ,,0,22480,FIBROCEM COLOR FC CAOBA                           ,2500000910531,14,,,1,,9
38454,1, , ,0,1890,SOPAPO DE DESTAPAR NEGRA                          ,4014,1000000,,,0,,4
38455,1, , ,0,1330,"S775BF PORTALAMP BLANCO CIERRE C/BLOQUEO

        ",8005543006139,1000000,,,0,,3
38456,1, , ,0,8100,SERRUCHO COST C/INGLETE INGCO (HBMS3001)          ,6925582106954,1000000,,,0,,4
38457,1, ,,0,22480,FIBROCEM INCOLORO                                 ,2500000910524,3,,,1,,9
38458,1, , ,0,980,AMPOLLETA REFRIG 25W G.E                          ,5994102285548,1000000,,,0,,3
38459,1, ,,0,22480,FIBROCEM COLOR PINO OREGON                        ,2500000910517,30,,,1,,9
38460,1, , ,0,690,SEPARADOR HIDROBOX GOB                            ,2500000031311,1000000,,,0,,3
38461,1, , ,0,20980,CAJA METALICA PORTA HERRAMIENTAS BAHCO            ,2500000043642,1000000,,,0,,4
38462,1, , ,0,1060,BROCA 6 X 260MM LINE BLUE                         ,2500000043598,1000000,,,0,,4
38463,1, , ,0,1680,BROCA 16 X 260MM LINE BLUE                        ,2500000043574,1000000,,,0,,4
38464,1, , ,0,1630,BROCA 8 X 260MM LINE BLUE                         ,2500000043611,1000000,,,0,,4
38465,1, , ,0,970,BROCA 10 X 160MM P/CONCRETO                       ,2500000043536,1000000,,,0,,4
38466,1, , ,0,590,BROCA 6 X 160MM P/CONCRETO                        ,2500000043581,1000000,,,0,,4
38467,1, , ,0,1020,BROCA 12 X 260MM P/CONCRETO                       ,2500000043567,1000000,,,0,,4
38468,1, , ,0,1080,BROCA 12 X 160MM P/CONCRETO                       ,2500000043550,1000000,,,0,,4
38469,1, , ,0,800,"089394CH (EX-89393) CAJA CHUQUI BAKELITA

        ",7809850893939,1000000,,,0,,3
38470,1, , ,0,640,ATORNILL. PRUEBA CORRIENTE INCCO HSDT1408         ,6925582114911,1000000,,,0,,4
38471,1, , ,0,780,BROCA 6 X 160MM P/CONCRETO                        ,2500000043604,1000000,,,0,,4
38472,1, , ,0,2180,"INSECT. POLVO TARRO TANAX

                       ",7805300010109,1000000,,,0,,8
38473,1, , ,0,13400,BASURERO C/RUEDA 75LT                             ,8319,1000000,,,0,,8
38474,1, , ,0,12350,JGO. 8 LLAVES PUNTA CORONA 6-19MM INGCO           ,6925582106503,1000000,,,0,,4
38475,1, , ,0,1890,NIPLE HI 3/8 HILOIZQ. X HE 1/2                    ,101,1000000,,,0,,1
38476,1, , ,0,1590,TABLERO EMB. 6 MOD. PTA. TRANSP. LD-6 MINI        ,2500000031595,1000000,,,0,,3
38477,1, , ,0,990,DISCO METAL DELGADO DE 115X1.0MM                  ,401,1000000,,,0,,4
38478,1, , ,0,1540,ESPATULA MANGO PLASTICO 3 INGCO (HPUT08080)       ,6925582106138,1000000,,,0,,4
38479,1, , ,0,350,PS22K DISCOS VELCRO GRANO 080 KLINGSPOR           ,2500000004780,1000000,,,0,,2
38480,1, , ,0,2720,MARCO SIERRA ECONO FIJO 12 INGCO (HHF3028)        ,6925582114645,1000000,,,0,,4
38481,1, , ,0,2140,ESPATULA MANGO PLASTICO 6 INGCO (HPUT08150)       ,6925582106152,1000000,,,0,,4
38482,1, , ,0,2480,MANGUERA DESCAGA 1.5 GASF                         ,2500000017360,1000000,,,0,,1
38483,1, , ,0,3230,SET DE PUNTAS PARA DESTORNILLAR 7PZAS B&D (71820) ,28877484846,1000000,,,0,,4
38484,1, , ,0,3180,JGO. LLAVE ALLEN 8 PCS 2 -8MM INGCO (HHK14081)    ,6928073675199,1000000,,,0,,4
38485,1, , ,0,1080,"S2465TGE (EX 2465TG) MACHO 2P+T 10A GRIS

        ",8012199368610,1000000,,,0,,3
38486,1, , ,0,1430,ESPATULA MANGO PLASTICO 2 INGCO (HPUT08060)       ,6925582106121,1000000,,,0,,4
38487,1, ,,0,14980,HIDRORREPELENTE CASTAÑO 1GL SHERWIN WILLIAMS      ,2500000911002,7,,,1,,9
38488,1, , ,0,1980,POXIPOL 10 METALICO 14 ML ADHESIVO                ,7730716014529,1000000,,,0,,8
38489,1, , ,0,1980,DISCO METAL DELGADO DE 180 X 1.6 MM TW S          ,402,1000000,,,0,,4
38490,1, , ,0,3680,CASQUETE HIDROBOX INTERRUPTOR SIMPLE 9/12         ,2500000031816,1000000,,,0,,3
38491,1, , ,0,840,PASTA SOLDAR CAJA 100 GRS IMPOVAR                 ,2500000043772,1000000,,,0,,4
38492,1, , ,0,280,PORTALAMPARA LOZA S/TAPA E-27 (M519)              ,2500000031618,1000000,,,0,,3
38493,1, , ,0,6380,LIMA ROMBICA WASA C/MANGO BAHCO (4-272-06-3-2)    ,7311518001025,1000000,,,0,,4
38494,1, , ,0,53480,TALADRO PERC 13MM 600W DR137 Z1J-NG07-13          ,2500000043710,1000000,,,0,,4
38495,1, , ,0,1380,CAJA ESTANCA 84X84X50MM C/CONOS EP-088 IDE        ,2500000031601,1000000,,,0,,3
38496,1, , ,0,15680,"8W MURO 10WU-CL EKOLINE EXT. AIRE4""               ",2500000031625,1000000,,,0,,3
38497,1, , ,0,1980,AMPOLLETA AHORRO TRITUBO 20W 220V GLOBALTRONICS   ,7804624340190,1000000,,,0,,3
38498,1, , ,0,2580,COLA FRÍA MOWICOLL SUPER POTE 1 KILO              ,7805335064863,1000000,,,0,,8
38499,1, ,,0,14980,HIDRORREPELENTE NOGAL 1GL SHERWIN WILLIAMS        ,2500000911019,18,,,1,,9
38500,1, , ,0,840,"HOJA SIERRA MANUAL SANDFLEX 12"" 300MM BAHCO       ",7311518233587,1000000,,,0,,4
38501,1, ,,0,14980,HIDRORREPELENTE CAOBA 1GL SHERWIN WILLIAMS        ,2500000911026,8,,,1,,9
38502,1, , ,0,820,AMPOLLETA HALOGENA 100WATTS                       ,7891140615475,1000000,,,0,,3
38503,1, , ,0,55980,TALADRO PERC 13MM 1500W DR 138 ZIJ-NG-11          ,2500000043703,1000000,,,0,,4
38504,1, , ,0,4480,MODULO ENCHUFE 16A MAGIC                          ,301,1000000,,,0,,3
38505,1, , ,0,5950,TEJO ACERO 300GRS RAYUELA                         ,8085,1000000,,,0,,8
38506,1, , ,0,42080,FOGON SIMPLE ACTO                                 ,2500000089473,1000000,,,0,,8
38507,1, , ,0,30580,LIJADORA ORBITAL 1/4 S110 S1B-NG-110X100          ,2500000043697,1000000,,,0,,4
38508,1, , ,0,6940,JUEGO RESPALDO BONETE Y DISCOS P/LIJAR B          ,7896525083443,1000000,,,0,,4
38509,1, , ,0,28460,CORTADOR CERAMICA 600MM MK-CA600 MAKAWA           ,2500000043659,1000000,,,0,,4
38510,1, , ,0,123000,ESMERIL ANGULAR 7 2100 W AG21-180E MILW           ,2500000043680,1000000,,,0,,4
38512,1, , ,0,36420,PISTOLA DE CALOR BLACK&DECKER 1500W HG1500        ,2500000043727,1000000,,,0,,4
38513,1, , ,0,3650,WD-40 SPRAY DE 155 GRAMOS                         ,79567520054,1000000,,,0,,4
38514,1, , ,0,10630,CORTAPERNO 36 NAPOLEON                            ,2500000043666,1000000,,,0,,4
38515,1, , ,0,2680,AMPOLLETA LED 15WATT A64A15(2700K) BAJO CONSUMO   ,7804624340527,1000000,,,0,,3
38516,1, , ,0,3680,AMPOLLETA LED BOLA 10W                            ,2500000031632,1000000,,,0,,3
38517,1, , ,0,3180,AMPOLLETA LED BOLA 8W                             ,2500000031649,1000000,,,0,,3
38518,1, , ,0,4390,BROCA MADERA LARGA 3 X 400                        ,2500000043673,1000000,,,0,,4
38519,1, , ,0,2100,ESCOBILLA DE ACERO S/MANGO RECTA NORTON           ,2500000049019,1000000,,,0,,4
38520,1, , ,0,350,DISCO VELC PS22K                                  ,2500000042201,1000000,,,0,,4
38521,1, , ,0,780,"PORTALAMP. ANILLO 5000PK0371 NEGRO E27 C

        ",7807354054153,1000000,,,0,,3
38522,1, , ,0,14980,OLEO SEMIBRILLO VERDE TREBOL GALON RECORD         ,2500000911040,1000000,,,0,,9
38523,1, , ,0,51120,ESMERIL 4 1/2 700W DEWALT (DWE4010)               ,2500000043734,1000000,,,0,,4
